ad_id,source,platform,advertiser,title,body,cta,landing_page,image_url,video_url,first_seen,last_seen,is_active,likes,comments,shares,total_ads,country,all_countries,also_on_tiktok,search_keyword,collected_at
2272883126559874,adsparo,facebook,Sophie Howard,Sophie Howard,"The Amazon Income Secret Nobody Is Talking About in 2025.I discovered a little-known loophole on Amazon that pays me a five-figure income every month...and it requires: ❌ NO technical skills ❌ NO inventory or physical products ❌ NO website or existing audience ❌ NO phone calls or customer serviceThis is NOT❌  Amazon FBA❌  Dropshipping❌  Selling used books	Instead, I spend just 5-6 hours per week creating digital assets that I place on Amazons platform where they sell 24/7 on autopilot.⭐️ Why thi",,https://go.kindlepublishingincome.com/fb-kpi3/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/2272883126559874.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=5d1836bcc85d111bb2e05ea6ea6e4ecf22b3ecf7941840a786051fea1908dc76,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/2272883126559874.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=ee6d8f101fda29337e85c50e192b4bb7696fd0e8a61309ef9a35b970b2b822cb,2025-09-28 20:13:25,2026-03-23 01:04:08,True,0,0,0,19,ALL,"ALL, AU, GB, US",True,dropshipping,2026-03-23 11:40
663690509753661,adsparo,facebook,Sophie Howard,Sophie Howard,"The Amazon Income Secret Nobody Is Talking About in 2025.I discovered a little-known loophole on Amazon that pays me a five-figure income every month...and it requires: ❌ NO technical skills ❌ NO inventory or physical products ❌ NO website or existing audience ❌ NO phone calls or customer serviceThis is NOT❌  Amazon FBA❌  Dropshipping❌  Selling used books Instead, I spend just 5-6 hours per week creating digital assets that I place on Amazons platform where they sell 24/7 on autopilot.⭐️ Why thi",,https://kindlepublishingincome.com/f/kpi1,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/663690509753661.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=b3690f6670fe05a6304e3c6075c32a9460325d5b34c9709fd91a542175c1b48d,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/663690509753661.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=135c25275fcfd8790749efd4c798b5520f596edcc361dd54f638065691244457,2025-04-29 01:18:13,2026-03-21 01:48:25,True,0,0,0,12,ALL,"ALL, CA, US",True,dropshipping,2026-03-23 11:40
1714346485955644,adsparo,facebook,Shopify,Shopify,Scopri come guadagnare denaro extra con il dropshipping in Italia.,,https://www.shopify.com/it/blog/guida-al-dropshipping-in-italia,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1714346485955644.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=dd904d9164fa3cbb7c198a0d119c197d58cf317247b7f5fad02ce73f1871d96f,,2026-01-30 00:22:08,2026-03-19 01:53:57,True,0,0,0,19,ALL,,False,dropshipping,2026-03-23 11:40
2357849837919555,adsparo,facebook,Axel León,Axel León,"⚠️ ¡Sé que has visto mis anuncios antes! ⚠️Y probablemente también tienes un negocio en internet de info-productos o coaching..En el 2017 era maestro de español en internet (freelancer), 3 años después mi vida cambió radicalmente. Hice Multinivel, forex, dropshipping, llegué a lavar autos en un auto-lavado, lavar platos en un restaurante chino.Tiempo después conocí los embudos de venta y les trabajé a negocios físicos, a muchos no les funcionaba mi estrategia pero otro sí.He probado muchísimas e",,https://www.axelleonm.com/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/2357849837919555.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=fe5cee9e659debe703e504c7c7937321ea9e31ed6409ddf3ded84e1e5e08ddee,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/2357849837919555.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=9b79f0aa0fbd4105f29c138bd13c530442299aca8d3a3e0f328bee88a92224af,2025-06-15 21:59:46,2026-03-17 22:13:37,True,0,0,0,14,ALL,"ALL, CO",False,dropshipping,2026-03-23 11:40
1199669581752819,adsparo,facebook,Axel León,Axel León,"⚠️ ¿Eres coach, tienes una agencia, eres consultor o tienes marca personal? ⚠️En el 2017 era maestro de español en internet (freelancer), 3 años después mi vida cambió radicalmente. Hice Multinivel, forex, dropshipping, llegué a lavar autos en un auto-lavado, lavar platos en un restaurante chino.Tiempo después conocí los embudos de venta y les trabajé a negocios físicos, a muchos no les funcionaba mi estrategia pero otro sí.He probado muchísimas estrategias como lanzamientos, retos, webinars, tr",,https://www.axelleonm.com/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1199669581752819.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=ecd1c361e6347998943e20bd5f2672020209f6666271c05eae4fce09c15026d2,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1199669581752819.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=edfeea55620f86707f1689fb9a5425502c17b144d69a9f60519e69967d0a2f68,2025-04-13 12:18:10,2026-03-17 22:12:26,True,0,0,0,33,ALL,"ALL, AU, BO, BR, CL, CO, CR, DO, EC, ES, FR, IN, J",False,dropshipping,2026-03-23 11:40
1343608870534596,adsparo,facebook,Sophie Howard,Sophie Howard,"The Amazon Income Secret Nobody Is Talking About in 2025.I discovered a little-known loophole on Amazon that pays me a five-figure income every month...and it requires: ❌ NO technical skills ❌ NO inventory or physical products ❌ NO website or existing audience ❌ NO phone calls or customer serviceThis is NOT❌  Amazon FBA❌  Dropshipping❌  Selling used books Instead, I spend just 5-6 hours per week creating digital assets that I place on Amazons platform where they sell 24/7 on autopilot.⭐️ Why thi",,https://go.kindlepublishingincome.com/fb-kpi3/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1343608870534596.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=d06e6713029b466465204074995dd982fc625304a1515c145313374a426fb858,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1343608870534596.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=004396babebf20519724394dc6967b4f696973be88141326e24af956319ef8a6,2025-09-30 01:21:30,2026-03-17 18:04:00,True,0,0,0,10,US,"ALL, CA, US",True,dropshipping,2026-03-23 11:40
1819366165660061,adsparo,facebook,Sophie Howard,Sophie Howard,"The Amazon Income Secret Nobody Is Talking About in 2025.I discovered a little-known loophole on Amazon that pays me a five-figure income every month...and it requires: ❌ NO technical skills ❌ NO inventory or physical products ❌ NO website or existing audience ❌ NO phone calls or customer serviceThis is NOT❌  Amazon FBA❌  Dropshipping❌  Selling used books Instead, I spend just 5-6 hours per week creating digital assets that I place on Amazons platform where they sell 24/7 on autopilot.⭐️ Why thi",,https://go.kindlepublishingincome.com/fb-kpi3/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1819366165660061.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=1cd3a83c4d5be0ee063b4bb2daf94d23d1fb2a96ba623721752d867900434470,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1819366165660061.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=7f96d994470d9da8743ccab40d1f205cc208508be44bfd2aad2efd1e9906385e,2026-01-26 00:31:24,2026-03-17 17:56:41,True,0,0,0,10,US,"ALL, US",True,dropshipping,2026-03-23 11:40
1962141130929897,adsparo,facebook,Himalaya Ecommerce,Himalaya Ecommerce,"🛑 ¡DEJA de comprar cursos!Yo diseñaré para ti una hermosa tienda en línea desde cero por tan solo 20€.Además, incluiré 20 productos seleccionados a mano…Y proveedores de alta calidad en España…Que enviarán los productos directamente a tus clientes POR TI.No, esto no es una tienda barata de dropshipping de 2018.Estas son tiendas en línea elegantes y con marca propia listas para generar ventas en tan solo 7 días.Haz clic aquí para obtener tu tienda en línea ya creada por solo 20€ 👇https://www.tien",,https://www.tiendahechaparati.com/empieza-ahora,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1962141130929897.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=1ffd75627bc4efc1c611209ec8aae85b3e6979464a152271011737f458fbf0e0,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1962141130929897.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144053Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=4237739c5efd2658d49c7774d852f3a8ffdf5a3e6338d4b2ed18dac2ad2515f7,2024-12-02 10:34:32,2026-03-16 19:49:10,True,0,0,0,35,ALL,"ALL, ES, FR, NL",False,dropshipping,2026-03-23 11:40
901678232666758,adsparo,facebook,Heyisail,Heyisail,"Messy vanity slowing down your mornings? 💄😩Get ready faster with this Desktop Makeup Organizer! ✨ Featuring deep drawers and smart compartments, it neatly stores all your skincare and cosmetics. 🧴✅ Saves Time: Find what you need instantly. ⏱️✅ Clutter-Free: Transform your messy desk into a spotless oasis! 🌸Organize your space today! 👇 https://reurl.cc/4l5pQL",,https://m.arichbox.com/funnel/news-desktop-makeup-organizer-with-drawers,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/901678232666758.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=7920615df66420a0132ea1154ec356e63effecce638ada577682b56b4ac8038e,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/901678232666758.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=149b03b78745f02cf77af1929eeb6c699857fe253db690162868d10d46b6da22,2026-03-07 20:51:32,2026-03-23 14:12:13,True,0,0,0,194,AU,"ALL, AU",False,skincare,2026-03-23 11:40
871656805372839,adsparo,facebook,Saviora Br,Saviora Br,"Skincare com base em ciência é outro nível.Visage D’or une ativos premium e tecnologia de ponta pra transformar a pele de dentro pra fora.Textura leve, fórmula potente e resultados visíveis no melasma em até 15 dias.É tipo o tratamento que a gente sonha — só que real.Já sentiu isso na pele?",,https://savioraloja.com.br/products/visage,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/871656805372839.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=711586dc96dc789e4a03aba4dc1dfb1a2f2033954e7a37c43423b74c7fbc9a48,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/871656805372839.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=3ba9352ebd32503386f96c852bf5701a417d3dfa6de3a5071efc1008006b6e42,2025-12-07 14:42:06,2026-03-23 12:02:53,True,0,0,0,11,BR,"ALL, BR",False,skincare,2026-03-23 11:40
