ad_id,ad_type,advertiser,body,channels,collected_at,comments,cta,days_running,first_seen,has_store,heat,image_url,impressions,is_active,landing_page,last_seen,likes,platform,search_keyword,shares,source,title,total_engagement,video_duration,video_url
532a1186755b9968fd264198f8c16259,image,Linds*** Davis,《永乐大典》副本共有11095册，在抄成至后一直收藏于皇史宬至明朝灭亡。清代康熙三十二年时，徐干学称：“皇史宬所藏《永乐大典》，在鼎革时亦有佚失”，可见当时已经有所遗失。至雍正朝，《永乐大典》由皇史宬移入翰林院，据全祖望大致的估算：“惜缺失几二千册”。之后，乾隆元年（1736年）下旨修《三礼》，在《大典》中辑得不少佚文。当时见《地官》一册有缺，而至乾隆三十八年（1773年）四库馆开馆时则《夏官》一册也佚，可见四库馆开馆时所见的《大典》已经较修《三礼》时为少。乾隆三十七年（1772年)开四库全书馆，乾隆皇帝下令在全国寻找丢失的《大典》，特别要在书贾坊林间“留心体访”。有人猜测，在翰林院供职的徐干学、高士奇、王鸿绪等人经常查阅此书，可能把一部分带回浙江老家去了。乾隆皇帝就给两江总督高晋、浙江巡抚三宝下了密令:“闻此书当时在内阁收存时，即有遗失，似系康熙年间开馆修书，总裁官等取出查阅，未经缴回。彼时如徐干学、王鸿绪、高士奇等皆在书局最久，其家或尚有存留此书剩本，亦未可定。着高晋、三宝札知各本籍地方官，令向各家一为访问。倘果有其书，无论本数多寡，即为缴出送京。并谕以此书虽系官物，然在当时原无稽核，偶尔取携翻阅，无意收存，本无关碍，此时亦并不追究从前遗失之故。惟是藏书家留此残编剩帙，实为无用之储，若归之中秘，裒辑完全，颇有裨于四库，用是广为咨访，令其家不必惊惶。”[13]地方官严查。乾隆三十九年（1774年）六月，《四库全书》纂修官黄寿龄私自将《永乐大典》六册，带回家中，途中失窃。乾隆皇帝说：“《永乐大典》，为世间未有之书！本不应该听纂修等携带外出！”吩咐，立即查询明确，据实覆奏，并命令步军统领尚书英廉严格访查，缉拿窃贼。一时之间全城戒严，到处搜查。因为门禁森严，搜查严密，全城大小书肆店铺又不敢收购，这几册宫中之物的《永乐大典》一时无法脱手，盗贼万般无奈，只好在深夜悄悄将这六册书籍放,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,See Details,1,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/b8a8d41d9093d706cc0ce875cdfbf356.jpg,21857,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,a1176578921.vana02.com,0,0,
3a728f0d0afc961c9535eb25ce8386c9,image,정관***스토리,"쌓일수록 힘이 되는 에너지,
가정의 달 선물은 정관장 에브리타임으로 준비하세요🎁

💕 4/17(수) ~ 5/16(목) 한정 이벤트 💕

☑️ 에브리타임류 할인 혜택
☑️ 정관장 신규 멤버스 가입 시 1만원 상당 에브리타임 3포 증정

매일의 활기를 전하는 선물,
정관장 에브리타임으로 마음까지 챙겨보세요😊

#정관장 #에브리타임 #가정의달 #어버이날 #스승의날 #부모님선물 #건강선물 #에브리타임오리지널","facebook, instagram",2026-04-28 12:26,0,Shop Now,1,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/a33959cf4e933671bd4d9c96a378a212.jpg,17545,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,정관장 에브리타임 가정의 달 기획전,0,0,
0bd291139fd423160f8784e496a0083f,video,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Watch More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/3678107d3bbd24402d35e176b444fc26.jpg,17545,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,10,https://sp.dataideaglobal.com/sp_opera/f14820b37b88304470a6a59684bf17ca.mp4
a81b61a66b06dad2cb5866916851582e,image,Special Creative,Excellent Creative not to be missed,facebook,2026-04-28 12:26,0,Contact Us,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/e48fd175bcf445fedd4c58452dcf315f.jpg,17541,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
2e13130a8e9e16ce5e71f1f619e98260,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/f2c5ee2e45b052872cb2d51f205ad08a.jpg,17516,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
2e4f79962525429a6a736771a5d23b87,video,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/6b2c2df7d820d47a53db293ca58f8ed2.jpg,17514,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,366,https://sp.dataideaglobal.com/sp_opera/04b2bc990bb7d5f22863325b4b561d4a.mp4
2b9570ab5103cfca7ffdca88a7f784cf,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/d92778de06d1d4bd57db019903234872.jpg,17511,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
e799e2c8cc2adf7ed16beaf1db480516,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/4c327513ae9ce59378af2713633aa8b6.jpg,17506,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
aaed8f0a90572777736f6aa7b541360b,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/fd5b5fa1b1fecad45ff240ee595c54e8.jpg,17503,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
9efe2b0a27ff7576da58b6a0409ec2e5,video,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-28 12:26,0,Watch More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/38b838dc94e22e3fe45ad3b219cfedd1.jpg,17494,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,565,https://sp.dataideaglobal.com/sp_opera/f8936c2a3f53d9653beab7c7e511b098.mp4
fa56f1e1c29ec46d63c79a11870c5d71,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/e5aa73cd77f312b751a264ddbd66e5cb.jpg,17490,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
5f0c9abc1ea55e1456c11c3513c303cc,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Contact Us,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/789bb4a82d26b852fc2d6fcc9a8eef6d.jpg,17489,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
f60aa51482d6ce1e184014822c70912c,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/9ff1d570955240bc3e9f0c2aa23d7499.jpg,17476,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
0af652d7bb707a17c578fa7b04474a8a,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Contact Us,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/e8d4e97b4676623bd141026b5751771c.jpg,17472,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
e18e376dd27469ac6840b4ee98b2c913,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/b111d5c4f42ea3b77d5ea24e5f6856e8.jpg,14793,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
da49e7cbbf1346114e3b76cee24b306a,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/b19a01139b5c69306e12afb036bba691.jpg,13155,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
af5776f98e1bac195e09dd29bc948394,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/7de27463665d7b790be70c84efd0bf27.jpg,13151,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
b3b510e5127a7ff62c4216241d13d21b,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Subscribe,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/d1ef35aec9d7b06484026222319053d4.jpg,13148,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
79917beb2701d6eff6f3a0f0cc8033af,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Whatsapp Message,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/0d94d2e5c03e8cb9890237de4a3292b4.jpg,13147,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
35c4a3003ef35cc7b8fbab8ba0a989f9,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/c9fafe86d203807d3096a743907970b0.jpg,13147,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
d2e2a5f611620863457c288ae0c26706,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/58a57419f9e4ae36bfed74d7e105b979.jpg,13146,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
d0d31f0d8f5249a18d137d321cefdfe5,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/2a29bbc5496f37c665a125f61707dec3.jpg,13143,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
0be1863ac95c19ca01af1b66f10176f9,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/050b3c3fd38bb200734696f0d307aa4b.jpg,13143,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
2e3e883d46d85333d6ac9fa7a6ed3746,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/cde2f16fef340571eb7c1d2c559c198d.jpg,13134,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
262ea8b0758fa159a8cbfd60a6c8401c,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Whatsapp Message,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/5742704716252564e8f3ef5ebde440af.jpg,13134,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
6250b080d6e5efe5770404bfc7180b51,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/254b0add98e2d16d0fb5cec90b504394.jpg,13131,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
578ec13e4e6cd33f34e06585364f73bb,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/f0d4bcddfcd4fe122c583e27770c6db2.jpg,13130,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
bea12488697e7e6a75d8c223a4c9b9ba,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/f46781615c8dd1152866107445fc58ab.jpg,13130,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
9d6090f995fc3b3ca3b8a5b3fd46a861,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/d0c41c1d039551398d085ce158546218.jpg,13126,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
5eaefb8ed18aacc09b879288ef7d5e00,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/998ecd9f94995d7d35824a49a029d947.jpg,13126,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
e66b845961cb227021f75d715a1ecf15,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/0ecec998fd858ac7faed2099b166cd8f.jpg,13126,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
7ffe28bdeee7c5ba7e595296dd47350d,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/14c8c78462fa888f099adc7fd133e9ef.jpg,13126,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
3870ef441b5a9af877318d6555740c4d,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/9356713d3283ebe9fe90d556a303c83d.jpg,13126,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
d1e252f305a077f6c4a21cf846b8b185,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/d077e04d06c66ef1d0bf58d55d669e12.jpg,13121,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
9a2bad8f6bd9fdeda4a8c6797547ee73,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/19bffabc40672c0953eaae9808837461.jpg,13118,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
07427804bad0b3361b6e9c9914dac954,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/84900eb41ff5e060ea9af32201c09853.jpg,13117,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
45e623ab05fbd8b007406292c1e0bf62,video,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-28 12:26,0,Watch More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/e51afc57f41088d6a1565b17746b6759.jpg,13109,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,334,https://sp.dataideaglobal.com/sp_opera/1fa0413370f1c136682d968a26da6cd8.mp4
052a9043c509ad881c20268ec6a7c124,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/c0c0f20f3809864f2d919d2651cb3ad0.jpg,13109,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
c15f22e5d2afded467c2662c6753d6c6,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Shop Now,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/9b18ac9214be7360358f07ba1be2bc83.jpg,13108,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
4c581396c406b3fa2c1c03a9292f3a32,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/081a422500d56a9889e9bbb10e9f355e.jpg,13100,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
0e13c078b153162864ff1266cdb29db7,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/52b33dac775e175339bdcc1fe1a2c3fc.jpg,13082,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
c54f051fe8543c3f849be4076399e38e,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Sign Up,2,2026-04-28,True,49,https://sp.dataideaglobal.com/sp_opera/bbb5dd5512d93efdb604c096d0f24434.jpg,13079,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
b555508967c1729118807462395b1189,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network",2026-04-28 12:26,0,Get Offer,2,2026-04-28,True,51,https://sp.dataideaglobal.com/sp_opera/f61f8301490ec842b90102cdeb0c5836.jpg,11079,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
1cb07dd534c5aecad0495b325a0e0ee3,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,50,https://sp.dataideaglobal.com/sp_opera/67baebe37863a40ce5b1af509ccccb1b.jpg,11019,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
53145dc4fcd80f1f855d9252766568e8,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-28 12:26,0,Learn More,2,2026-04-28,True,51,https://sp.dataideaglobal.com/sp_opera/689aaa9ee1898ed5b9fe443f50d0af6d.jpg,10897,True,,2026-04-28,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
