ad_id,ad_type,advertiser,body,channels,collected_at,comments,cta,days_running,first_seen,has_store,heat,image_url,impressions,is_active,landing_page,last_seen,likes,platform,search_keyword,shares,source,title,total_engagement,video_duration,video_url
1b145012fa44e8c268cd251dd1d7721e,image,PAK'***rence,Get back to your save-y routine with $5 Weeks on now at PAK'nSAVE. Head on down to your local store to find these deals and more! Trade not supplied. Limits may apply.,facebook,2026-04-14 16:50,0,,1,2026-04-14,True,51,https://sp.dataideaglobal.com/sp_opera/298625f73b89395cf31f32973ef20c2c.jpg,83168,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,PAK'nSAVE Clarence,0,0,
14bb5a5ab53f903db402a6bebb79e24b,image,Duc***over,Code: JEANSAVING,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,1,2026-04-14,True,50,https://sp.dataideaglobal.com/sp_opera/820d524bf2c9bedd358ad20a727eab79.jpg,52509,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Duck and Cover,0,0,
9a0ff620e045783c6fe76ef6972be8f7,image,PAK'n***arton,Get back to your save-y routine with $5 Weeks on now at PAK'nSAVE. Head on down to your local store to find these deals and more! Trade not supplied. Limits may apply. South Island Only.,facebook,2026-04-14 16:50,0,,1,2026-04-14,True,50,https://sp.dataideaglobal.com/sp_opera/0693ae7eeca4828487003404e7eccc33.jpg,48113,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,PAK'nSAVE Riccarton,0,0,
504f5710ee000179ff3f24b2a1fc1ea6,image,Терито***них цін,"Весна створена для найкращих моментів разом 🌿
Для прогулянок, сміху та обіймів без поспіху
Обирай зручний одяг для себе та рідних, в якому зручно жити кожен день

Тисни тут","facebook, instagram, audience_network",2026-04-14 16:50,0,Shop Now,1,2026-04-14,True,50,https://sp.dataideaglobal.com/sp_opera/f48ef68c76ef7fb4cbd39520e0909372.jpg,39339,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,🌿 Крокси Jose Amorales 116157 24 Жовтий (2000989044314S),0,0,
7e68f22b283a2028d400429d54ab2ef6,image,Oliv***cher,"Search the world's information, including webpages, images, videos and more. Google has many special features to help you find exactly what you're looking for.","facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Download,1,2026-04-14,True,50,https://sp.dataideaglobal.com/sp_opera/d6584121d83de16ac2e925793eb46614.jpg,39326,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Google,0,0,
50e6dee61c7c57edbcd0a79406a8c101,image,Out***oton,"La collezione AERO di Out of peloton® nasce per chi cerca velocità, comfort evoluto e presenza autentica in sella.
Un design studiato per accompagnare la performance con carattere, trasformando ogni dettaglio in un vantaggio.
Non è solo ciò che indossi.
È il modo in cui scegli di stare sulla strada.
Più deciso. Più essenziale. Più avanti.

Out of peloton® AERO
Pensata per chi vuole di più.","facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/c65eb28dd07579f0e8906398d862dafd.jpg,30680,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Dove la velocità prende forma.,0,0,
845bbf77db3f6c38692d0335703adc70,image,Out***oton,"La colección AERO de Out of peloton® está hecha para los pilotos que buscan velocidad, comodidad avanzada y presencia auténtica en la bicicleta.
Un diseño construido para soportar el rendimiento con carácter, convirtiendo cada detalle en una ventaja.
No es solo lo que llevas puesto.
Es cómo eliges aparecer en el camino.
Más agudo. Más limpio. Adelante.
Fuera de peloton® AERO
Hecho para aquellos que quieren más.","facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/df94049931e674e7235f73563b13d0be.jpg,30645,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Donde la velocidad toma forma.,0,0,
1b055d46d16865517c0761e5f58f58ad,image,B*** G,😝,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Download,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/0f8515d09c54096baaef1a5e025d5d2f.jpg,30629,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,😝,0,0,
9da4f0eeb568ecad73a7ba2e8e36b7ad,image,Gol***ose,Mondo Running,"facebook, instagram",2026-04-14 16:50,0,Learn More,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/fdf2dc1ffcb0d83388ea3098289d1582.jpg,30629,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Nuove sneaker,0,0,
42d8aea7bdb238ee7b50bfc495862cc1,image,Gol***ose,"Non fermarti mai. Dai slancio alla tua routine con la selezione Golden Goose Running. Comfort urbano, anima street.","facebook, instagram",2026-04-14 16:50,0,Learn More,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/b5bacc8f5e9fae852e16abc983d8f913.jpg,30611,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Mondo Running,0,0,
bf4bc4a884947645b84bedbe0a33af30,image,Out***oton,"A coleção AERO by Out of peloton® é feita para pilotos que buscam velocidade, conforto avançado e presença autêntica na bicicleta.
Um design feito para apoiar o desempenho com o caráter, transformando cada detalhe em vantagem.
Não é apenas o que você veste.
É assim que você escolhe aparecer na estrada.
Mais afiado. Mais limpo. Em frente.
Fora do peloton® AERO
Feito para quem quer mais.","facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/de9b20734d9faec85295fbce4bd0d3e5.jpg,30607,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Onde a velocidade toma forma.,0,0,
09d7c8285505b1535215334fb82896e1,image,Br***Orn,"""""""""""""""🏆𝐍𝐨𝐯𝐚 ρg 𝟐𝟎𝟐6 𝐥𝐢𝐛𝐞𝐫𝐚𝐝𝐚🏆
💥𝙴𝚡𝚙𝚕𝚘𝚜õ𝚎𝚜 𝚍𝚎 𝚙𝚛ê𝚖𝚒𝚘𝚜 𝚎𝚖 𝚌𝚊𝚍𝚊 𝚌𝚕𝚒𝚚𝚞𝚎!
💸𝙰𝚙𝚛𝚘𝚟𝚎𝚒𝚝𝚎 𝚘𝚜 𝚜𝚞𝚙𝚎𝚛 𝚋𝚎𝚗𝚎𝚏í𝚌𝚒𝚘𝚜 𝙰𝙶𝙾𝚁𝙰!
🤑👇💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
😍💸💥
""""Querida, por favor, me ame uma vez.""""
""""Sr. Graham, eu não o conheço.""""""📚
Capítulo 1 Vamos nos divorciar.
'Seu marido está com outra mulher.'
Quando Abigail Quinn recebeu uma mensagem de texto de sua melhor amiga, ela tinha acabado de tomar uma injeção ovulatória e estava descansando em um banco no ambulatório, tentando suprimir a dor lancinante em seu estômago. Seu cabelo era preto e sua pele era branca como a neve, mas não havia mais nenhum vestígio de sangue em seu rosto. Mesmo assim, isso não ofuscava suas formas magníficas e os transeuntes continuavam virando a cabeça para olhá-la.
Então, ela respirou fundo, bateu com o dedo trêmu","facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Subscribe,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/15634af1c2a4734ab9e2239198c147f7.jpg,30573,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Bruce Orn,0,0,
ecaaadfe949d7ec6a60129b55c215019,image,Red***obal,"Introducing Nammos Residences overlooking the Red Sea,  Saudi Arabia. Register your interest",facebook,2026-04-14 16:50,0,Sign Up,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/02826c17cdcde2e497f2d0eb90e0ed99.jpg,27749,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,From morning serenity,0,0,
b061d632aa5866444ce84b1bc2d8e5e0,image,Firs*** Club,"Activewear and Elevated clothing by First Health, designed to optimize with style and comfort.","facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/9bebfb6b62e3516e83ea3664518ec165.jpg,27727,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Gift Card,0,0,
04901973e39aa9c95e9d8da2c543eb8a,image,Gol***ose,Selezione di Sneaker realizzate per adattarsi alla tua routine.,"facebook, instagram",2026-04-14 16:50,0,Learn More,1,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/5c1430f036e8ff966a8f872497fe02a4.jpg,26328,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Nuove sneaker,0,0,
73041f60f5f0b10f4d76ac7596f027ac,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/6e1a32f6df04f7d003111c6d528ccaf4.jpg,26280,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
56d539d94e0245f1c933de75b98719ae,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/43ce7b9bb20a8a49138d85a34664b02c.jpg,26265,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
d1e3e5a6eb0630ce5f7252bec7ba01f6,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/3c33430f91ffe7db508e6eb581454b3c.jpg,26243,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
6b1eea5ae4552a0528f08abb99c494cc,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/6311ccdce8ac9309aa978ca09b546a6a.jpg,26235,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
4ddd7d5ca7febc1f19d3842666e51a4a,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/d3f1848a59657baf6a252a23fb5185c7.jpg,26233,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
9908b79598e7e8de54f7e27d53822beb,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/e5eb8d6de584870fe9f42e0b8bf7ecf0.jpg,26179,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
0acabcba96f0d38852678df0c9ab1c47,image,Special Creative,Excellent Creative not to be missed,facebook,2026-04-14 16:50,0,Sign Up,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/7d527a7d4b88bda65a333a91705930b6.jpg,23335,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
134674f6c06fc07f040fc94058b623f9,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/2bd0956665b9fe7fc650a3172368791d.jpg,21901,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
72094db85a303d4555be1e9c7d809418,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/c46fc23be6490dfd9cbd3139f2b773c1.jpg,21888,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
6cb506cd19f2d467a2a2a2f1d40e173b,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-14 16:50,0,Apply Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/185e382b56877280ac239440a558f507.jpg,21887,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
cc93efccf228ae2aece03f5aec2e709a,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/6a36dd1d0dc5ffd94ced161c3d658491.jpg,21866,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
a31b858619f3cdbd124ad356d0f67bae,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/1f98352e0ef2045a55f4a785b16cb798.jpg,21862,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
f55d348accc5ec5928d36101a2fecfe2,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/1ef42ccce015ef5c7918850c87c457d4.jpg,21861,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
e93b98ac594f60265749ba7a1befb6b2,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Download,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/92890897f868ff3e466d9b95feff9ec7.jpg,21857,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
788372e7df38b883aac8752c678935d7,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, messenger",2026-04-14 16:50,0,Book Travel,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/2b168220c4a105d7d9c5e47653edf733.jpg,21841,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
0d10340697583387bbe75ad59d56646a,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network, messenger",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/ecba42b7faf69a87e748137063a3bcb7.jpg,21828,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
951147fa5e487b29d3fbd8e9565658e6,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram",2026-04-14 16:50,0,Learn More,2,2026-04-14,True,49,https://sp.dataideaglobal.com/sp_opera/9f49596831123e4bb744e4775a3fd98e.jpg,21820,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
300fb0dde35dbe779b415206b1c4986c,image,Special Creative,Excellent Creative not to be missed,"facebook, instagram, audience_network",2026-04-14 16:50,0,Shop Now,2,2026-04-14,True,50,https://sp.dataideaglobal.com/sp_opera/04009159a62e1683ee2a596ab7f3ed70.jpg,19959,True,,2026-04-14,0,facebook,dropshipping,0,bigspy,Special Creative,0,0,
