ad_id,ad_type,advertiser,body,channels,collected_at,comments,cta,days_running,first_seen,has_store,heat,image_url,impressions,is_active,landing_page,last_seen,likes,platform,search_keyword,shares,source,title,total_engagement,video_duration,video_url
15ea5f831f23d671b5d46f611b80d98f,image,Szak***l.hu,"CEGLÉDEN végezhető tanfolyam ⚡ 15 ellenállhatatlan érvünkért kattints a weboldalra, és érdeklődj KÖTELEZETTSÉGMENTESEN Videóvágás és videózás alapjai tanfolyamunkra. ⤵⤵⤵","facebook, instagram, audience_network",2026-04-21 13:10,0,Learn More,1,2026-04-21,True,50,https://sp.dataideaglobal.com/sp_opera/444d682a46a1a4c5e6ced3d4bda53883.jpg,56941,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,VIDEÓZÁS ALAPJAI képzés CEGLÉDEN,0,0,
91ad29e2576c4db925c9958a5a06471a,image,Szak***l.hu,"CEGLÉDEN végezhető tanfolyam ⚡ 15 ellenállhatatlan érvünkért kattints a weboldalra, és érdeklődj KÖTELEZETTSÉGMENTESEN Videóvágás és videózás alapjai tanfolyamunkra. ⤵⤵⤵","facebook, instagram, audience_network",2026-04-21 13:10,0,Learn More,1,2026-04-21,True,50,https://sp.dataideaglobal.com/sp_opera/0481e3ecd7c31a183ff9b8639da7a625.jpg,56905,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,VIDEÓZÁS ALAPJAI képzés CEGLÉDEN,0,0,
018f15f9e4b84082a1e759ca060588d2,image,Szak***l.hu,"CEGLÉDEN végezhető tanfolyam ⚡ 15 ellenállhatatlan érvünkért kattints a weboldalra, és érdeklődj KÖTELEZETTSÉGMENTESEN Videóvágás és videózás alapjai tanfolyamunkra. ⤵⤵⤵","facebook, instagram, audience_network",2026-04-21 13:10,0,Learn More,1,2026-04-21,True,50,https://sp.dataideaglobal.com/sp_opera/1f86ff0a9637f693e10299feda61c6f0.jpg,56794,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,Jelentkezz prémium Videóvágás és videózás alapjai képzésünkre!,0,0,
747e56d5fd517a05e644760704fcce7d,image,Szak***l.hu,"CEGLÉDEN végezhető tanfolyam ⚡ 15 ellenállhatatlan érvünkért kattints a weboldalra, és érdeklődj KÖTELEZETTSÉGMENTESEN Videóvágás és videózás alapjai tanfolyamunkra. ⤵⤵⤵","facebook, instagram, audience_network",2026-04-21 13:10,0,Learn More,1,2026-04-21,True,50,https://sp.dataideaglobal.com/sp_opera/7b2a7f5e42b15414135a6102b5dac59b.jpg,52507,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,CEGLÉD -  Prémium videóvágás képzés 💯✔︎,0,0,
9648e8accbd9ba27ddd71ca2a568c1b5,image,Szak***l.hu,"CEGLÉDEN végezhető tanfolyam ⚡ 15 ellenállhatatlan érvünkért kattints a weboldalra, és érdeklődj KÖTELEZETTSÉGMENTESEN Videóvágás és videózás alapjai tanfolyamunkra. ⤵⤵⤵","facebook, instagram, audience_network",2026-04-21 13:10,0,Learn More,1,2026-04-21,True,50,https://sp.dataideaglobal.com/sp_opera/275c7808e7a317da86176ed1e4cec595.jpg,52499,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,Videóvágás és videózás alapjai tanfolyam CEGLÉDEN 💻🎬,0,0,
4dcdfe32aa3acf5886681b5b650e8529,image,Clar***ight,"Мощен инструмент за безкомпромисно почистване с 110 012 оборота в минута. Три интелигентни режима на работа и технология за бързо зареждане за максимално удобство. Проектиран за деликатна електроника, автомобилни детайли и труднодостъпни места у дома. Модерната и екологична алтернатива на флаконите със сгъстен въздух. ✨🏎️🖥️","facebook, instagram, messenger",2026-04-21 13:10,0,Apply Now,1,2026-04-21,True,49,https://sp.dataideaglobal.com/sp_opera/793df88de24ec6862a417480c7ffe54f.jpg,30582,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,🛠️ Професионален Турбо Бластер WOLFBOX 122K,0,0,
588b67d613c931ea1afed5433deb967c,image,Char***ayes,"4.9/5.0 ⭐️⭐️⭐️⭐️⭐️  

🎁

world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world peace
world p","facebook, instagram, audience_network, messenger",2026-04-21 13:10,0,Download,1,2026-04-21,True,49,https://sp.dataideaglobal.com/sp_opera/2ccdf27d2246acc34101fd5e1921f874.jpg,26259,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,intelligentitem.shop,0,0,
f8654a8fbc3c48203a3ca117b3dfb9fd,image,해*텐,여름까지 쭉 입는 임부복💖,"facebook, instagram",2026-04-21 13:10,0,Learn More,1,2026-04-21,True,49,https://sp.dataideaglobal.com/sp_opera/56c082d651ed9d1ac533294f490d60c3.jpg,26200,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,특가로 만나는 여름 팬츠💥,0,0,
b1c80a4eeafb2d748a5d86700daef4d9,image,Твоя***ость,"Почему это работает:

🤖 Полная автоматизация: Система сама анализирует потенциал аккаунта.

💶 Прозрачность: Вы видите сумму будущих выплат сразу после теста.

📱 Простота: Нужен только смартфон и пара кликов.","facebook, instagram, audience_network, messenger",2026-04-21 13:10,0,See Details,1,2026-04-21,True,49,https://sp.dataideaglobal.com/sp_opera/b1926f919cf9792ec825e3cf6b2167d6.jpg,21917,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,🏠 Как мой профиль начал оплачивать мои счета?,0,0,
c2b0a7bf7a6f8902296541ee87e810c1,image,Mi***ret,Use Code- MIRI10 // Only on First Order*,"facebook, instagram, audience_network, messenger",2026-04-21 13:10,0,Shop Now,1,2026-04-21,True,49,https://sp.dataideaglobal.com/sp_opera/f2ca0867cc637f42f06f5f63bef2a4d7.jpg,21908,True,,2026-04-21,0,facebook,dropshipping,0,bigspy,"₹20,500 | SURAYA DRESS",0,0,
