ad_id,source,platform,advertiser,advertiser_image,facebook_page_id,title,body,cta,landing_page,image_url,video_url,first_seen,last_seen,is_active,likes,comments,shares,impressions,total_engagement,days_running,heat,ad_type,video_duration,country,channels,has_media,has_store,brand_active_ads,brand_total_ads,brand_estimated_audience,brand_estimated_spend,store_url,store_domain,store_created_at,store_country,store_products_listed,store_monthly_visits,store_daily_revenue,total_cards,all_card_titles,search_keyword,collected_at
878174a0-454d-4221-8d0f-efc3c88ab637,minea,facebook,Marine Rousseau,https://d1h2rbttwpj2ub.cloudfront.net/10bdb693f21cd20e40a1aa52de2b011568f552a5cea526c304bbbb23d3d446ce.webp,845683191965003,⚠️ L’arnaque des oreillers que personne ne voit,"J'ai failli me faire arnaquer en achetant un oreiller sur internet.

Et si je n'avais pas pris le temps de vérifier... j'aurais sans doute jeté 59.90 euros par la fenêtre.

Je m'appelle Marine, j'ai 47 ans. Et depuis quelques années, je me réveille avec une barre dans la nuque presque tous les matins.

Vous savez, cette douleur aigüe qui vous empêche de tourner la tête, et qui irradie parfois jusqu’à dans les bras. 

J'avais intégré cette douleur dans ma vie. Comme une taxe. Une raideur dans la nuque le matin, deux cachets d'ibuprofène avec mon café, et la journée qui commence avec un quart d'heure de retard sur tout le monde.

Je me disais : c'est le stress. C'est l'ordinateur. C'est l'âge. Que tout le monde a un peu mal de temps en temps, donc ça doit être normal…

Mais ""de temps en temp",Learn more,https://somnilys.com/products/oreiller-ergonomique-cervical,https://d1h2rbttwpj2ub.cloudfront.net/7334fbf3f8b681a7509fd9e6e188d114758234ea90fe33db01503beea82f3e8f.webp,,2026-03-24T07:00:00+00:00,2026-03-24T07:00:00+00:00,True,0,0,0,0,0,0,0,image,0,LU,facebook,True,True,54,209,2416068,21744.61,https://somnilys.com,somnilys.com,2024-11-19T23:29:12+01:00,LU,16,4883,1961.1,1,⚠️ L’arnaque des oreillers que personne ne voit,dropshipping,2026-03-24 15:58
aac0e6b7-5c65-486b-a89c-668cc2e3ba1c,minea,facebook,Anne's Cat Diary,https://d1h2rbttwpj2ub.cloudfront.net/ba6fca756ada99fb964ef6beba83a5b1a315776275068b435827cd0e792676ec.webp,730458006821277,Your cat isn't scratching out of spite,"No more hiding my couch under blankets and covers, yet my cat scratches more than ever

It sounds impossible until you understand where those claws were always supposed to go.

Two months.

That's how long my new sofa lasted before my orange tabby Biscuit turned the left armrest into confetti.

I'd spent two years saving for that couch. Two years of sitting on a sunken, shredded hand-me-down from my mother's basement. Two years of telling myself the next one would be different because this time I'd be ready.

I had scratching posts in every room. I had the citrus spray. I had the double-sided tape on every corner. I had a drawer full of wand toys and jingly mice I'd bought to ""redirect"" his energy.

Biscuit didn't care about any of it.

He'd walk past the scratching post like it wasn't the",Learn more,https://shopelvessa.com/pages/7-reasons,https://d1h2rbttwpj2ub.cloudfront.net/a87494624ec0bb195ea90236615309d0ec892962913d26686d52cab06cecf2d2.webp,,2026-03-24T07:00:00+00:00,2026-03-24T07:00:00+00:00,True,0,0,0,0,0,0,0,image,0,GB,facebook,True,True,49,366,146474,1318.27,https://shopelvessa.com,shopelvessa.com,2025-08-16T00:16:27+01:00,GB,2,5488,544.47,1,Your cat isn't scratching out of spite,dropshipping,2026-03-24 15:58
fcec1680-c3d0-410e-b027-4a0c19d1a957,minea,facebook,Auxbeam.com,https://d1h2rbttwpj2ub.cloudfront.net/625a45e6ebcba59047cdd9c32e33392fdf3d8aeaf8e7275ffe14f18daaa4948f.webp,278001028990959,,"Auxbeam® AR Series 6 Gang (AR-600) RGB Switch Panel. Controlling Your Vehicle Lights At Ease!

Wholesale and Dropshipping Business Accepted.

#auxbeam #auxbeamledlight #switchpanel #controlpanel #switchcontroller #offroad4x4 #overlanding4x4 #offroading #offroadracing #offroadadventure #overland #overlandbuild",Shop now,https://auxbeam.com/collections/switch-panels,,https://d1h2rbttwpj2ub.cloudfront.net/ebff244b258a015d6520b269454b3aeb52f225f776d1f3ae80b38429c690baf2.mp4,2026-03-21T07:00:00+00:00,2026-03-24T07:00:00+00:00,True,0,0,0,0,0,3,0,video,0,US,facebook,True,True,35,371,2140625,19265.62,https://auxbeam.com,auxbeam.com,2021-04-10T00:57:23+08:00,US,1714,233064,19087.99,1,,dropshipping,2026-03-24 15:58
405f2c36-d0e7-4671-aa40-2be16e1023ff,minea,facebook,Heel Me,https://d1h2rbttwpj2ub.cloudfront.net/48f6f87498e9b9763b99c8fd31c4861bf958bdfc6001d393dc519df13de1f361.webp,104918315733553,"Bring new life to your shoes - only €6,99","🎉 GIVE YOUR SNEAKERS A NEW LIFE!🥳

Give your sneakers a new life with our Heel Me products for only €6,99! 💸

Are you tired of holes, blisters and shoes breaking down way too fast?! 
- We know we are! 

That's why we made Heel Me - sneaker repair kits. 

Peel off the backliner, stick the Heel Me protector in your shoes and voilà! Your sneakers are as good as new! 

We offer free freight with the purchase of +5 pairs, directly to your home address 🥰

🌟 Why choose Heel Me? 

✔️ Vegan Leather
✔️ Fits all shoes and sneakers
✔️ A very strong adhesive
✔️ European and Danish Design protection®
✔️ Danish innovation and local warehouse

Oh yeah... And also, no dropshipping! We take pride in our design, customers and saving the environment. Heel Me - Foam Core is a design patented product with EUIPO",Shop now,https://heelme.eu/,https://d1h2rbttwpj2ub.cloudfront.net/c5659d48b291a210d589706ca2ce2ef613aff7c912a678f4c30b8cc485d0e073.webp,https://d1h2rbttwpj2ub.cloudfront.net/3803337735f33812fe42b1748f55489e400f419f41fbf8e222a76246b53cfbd3.mp4,2026-03-17T07:00:00+00:00,2026-03-23T07:00:00+00:00,True,0,0,0,0,0,7,0,video,0,DK,facebook,True,True,5,18,2836163,25525.47,https://heelme.eu,heelme.eu,2024-01-17T14:16:05+01:00,DK,4,1463,93.9,1,"Bring new life to your shoes - only €6,99",dropshipping,2026-03-24 15:58
6ee1837e-8f5d-490b-92c7-acfb02674f1d,minea,facebook,X-Nomad,https://d1h2rbttwpj2ub.cloudfront.net/1ee1ea1d2968929115e728737477878531887082a1fb12ee899101c576b17189.webp,116654328162363,Arnaque ? On a laissé parler nos clients.,"On a vu les commentaires. ""Trop cher."" ""Ça marche vraiment ?"" ""C'est une arnaque."" ""Dropshipping""
Alors on a laissé nos clients répondre eux-mêmes. 👇",Learn More,https://x-nomad.com/collections/nos-ecrans,https://d1h2rbttwpj2ub.cloudfront.net/92e26e98bbf6cd67de48a9727a52704c8ca37311498bbb6c135d4ebd468a82de.webp,,2026-03-15T07:00:00+00:00,2026-03-19T07:00:00+00:00,True,0,0,0,0,0,9,0,image,0,GB,facebook,True,True,29,590,127330,1145.97,https://us.x-nomad.com,us.x-nomad.com,2023-05-09T15:09:19+02:00,GB,8,0,1026.67,4,Arnaque ? On a laissé parler nos clients. | Arnaque ? On a laissé parler nos clients. | Arnaque ? On a laissé parler nos clients. | Arnaque ? On a laissé parler nos clients.,dropshipping,2026-03-24 15:58
0113e47c-e55a-4ad8-886b-063d41f02ce6,minea,facebook,Lumixia,https://d1h2rbttwpj2ub.cloudfront.net/c8d9eee7d7ea3c5aac904b246ade547508f51a3bd9eb0b16c0b2a8e208ed230e.webp,601755196363695,"💡Spécial Printemps : -40% Offert ! Transformez votre intérieur avec Dotia, l’applique murale sans fil qui s’installe en 30 secondes, sans trou ni câble.👉 Déjà adoptée par +16 000 clients.","❌ Des copies circulent.
Certains vendeurs sur Amazon et en dropshipping utilisent notre nom Lumixia pour écouler des imitations bas de gamme de notre applique DOTIA.

Ces produits ne respectent ni nos standards de qualité, ni notre design breveté.

🔒 Faites confiance à l’original :
👉 Disponible uniquement sur lumixia.fr

Lumixia — l’authenticité, la qualité, la vraie lumière. 💡",Learn More,https://lumixia.fr/products/applique-dotia,https://d1h2rbttwpj2ub.cloudfront.net/16306f4c641dc1b49a6314ed5f9e4e19390babc32e45bfaa5ff6a316161f8eae.webp,https://d1h2rbttwpj2ub.cloudfront.net/c5380b57856b04d4e5457fd315ae857c8a668b4d4bb9bda3078929305350e5f8.mp4,2026-03-11T07:00:00+00:00,2026-03-21T07:00:00+00:00,True,0,0,0,0,0,13,0,video,0,FR,facebook,True,True,65,338,7327558,65948.02,https://lumixia.fr,lumixia.fr,2025-05-17T11:04:46+02:00,FR,11,18345,1370.46,2,"💡Spécial Printemps : -40% Offert ! Transformez votre intérieur avec Dotia, l’applique murale sans fil qui s’installe en 30 secondes, sans trou ni câble.👉 Déjà adoptée par +16 000 clients. | 💡Spécial Printemps : -40% Offert ! Transformez votre intérieur avec Dotia, l’applique murale sans fil qui s’installe en 30 secondes, sans trou ni câble.👉 Déjà adoptée par +16 000 clients.",dropshipping,2026-03-24 15:58
c94a73a5-809a-446e-848f-e7b4664162b9,minea,facebook,businesscol,https://d1h2rbttwpj2ub.cloudfront.net/b657884f90129c34979b7b937516e79b35247f42749fc6371801ca523e7f1670.webp,105458215826613,Los #1 de Colombia,"¿Quieres empezar a emprender, pero sientes que necesitas mucho dinero para arrancar? 🤔💸

La mayoría de negocios te piden comprar grandes cantidades, invertir millones o asumir riesgos enormes… y por eso muchas personas nunca empiezan.

Pero existe una forma diferente. ⌚✨

Con estos relojes de diseño elegante y calidad top, puedes comenzar tu emprendimiento desde una sola unidad y a precio mayorista. Sí, leíste bien: desde 1 reloj.

💎 Presentación de lujo
🔋 Incluye pila de repuesto
📦 Ideal para vender en redes sociales, regalar o incluso hacer dropshipping
💰 Margen de ganancia desde el primer pedido

Sin bodegas, sin pedidos gigantes y sin arriesgar grandes inversiones.

Perfecto si quieres:
✔ Empezar tu primer negocio
✔ Generar ingresos extra
✔ Vender productos atractivos y fáciles de move",Order now,https://www.businesscolombia.shop/,https://d1h2rbttwpj2ub.cloudfront.net/7a7fc44ed9b0c517afa8a9fac14fd7996a6c2a915cfe17e8d4b7cd7393b88cf4.webp,https://d1h2rbttwpj2ub.cloudfront.net/7badbf4da3b6814e06090a13bb651072a5e93b2af4902ced1c2c997b1df46325.mp4,2026-03-11T07:00:00+00:00,2026-03-16T07:00:00+00:00,True,0,0,0,0,0,13,0,video,0,CO,facebook,True,True,38,38,0,0,https://www.businesscolombia.shop,www.businesscolombia.shop,2024-10-17T16:28:01-05:00,CO,1348,24288,2341.94,1,Los #1 de Colombia,dropshipping,2026-03-24 15:58
d10dd2ea-f466-418d-b884-58f3b9efdff1,minea,facebook,Ecom Elixir,https://d1h2rbttwpj2ub.cloudfront.net/2efeba93fc9bbbe363ca0b7e570d5f8a879cef1a49b9b77e573ab5205378a7d8.webp,715986611598483,Attention Shopify Store Owners:,"Right now is the easiest it’s ever been to build branded stores on Shopify. 

You can remove the Dropshipping look WITHOUT paying $300+ for a theme or $50/month for landing page builders. 

Here’s why people are literally gatekeeping this new theme:

✅  Makes your store look like a real brand
✅  Has 70+ optimized blocks and sections built-in
✅  Comes with 6 FREE branded site templates

The theme is still in Beta and the cheapest it’s ever going to be.

Click “Shop Now” to lock in your price today, and you will get lifetime access to our library of themes/templates, new updates, and 24-7 support.",Learn more,https://ecomelixir.com/products/elixir-shopify-theme,https://d1h2rbttwpj2ub.cloudfront.net/3c92449a06bd646f0ee0d02fb6326990959d52935ca65e6dcca1c202de2efb00.webp,https://d1h2rbttwpj2ub.cloudfront.net/40727cd8f6cbda949a8617892c2e3983c50047c054a3a7331a3ed155934ccb65.mp4,2026-03-04T08:00:00+00:00,2026-03-17T07:00:00+00:00,True,0,0,0,0,0,20,0,video,0,US,facebook,True,True,24,24,0,0,https://ecomelixir.com,ecomelixir.com,2025-03-27T12:49:52-05:00,US,1,82594,7812.13,1,Attention Shopify Store Owners:,dropshipping,2026-03-24 15:58
8fd3796e-1fab-4cea-9b8f-c1a473a07cab,minea,facebook,Imperio Ecommerce,https://d1h2rbttwpj2ub.cloudfront.net/7b5fc44d7bd416836d81b5dfb68a4e7736ed43393783b074c39753403dcee41c.webp,168737162995405,,"No te quedes estacando… ❌😵

Envíanos IMPERIO y te enviamos toda la info📊 
#dropshipping",Watch more,https://imperioecommerce.site/pages/imperio-ecommerce?_ab=0&key=1772470269958,https://d1h2rbttwpj2ub.cloudfront.net/0800f0061925d2f7ddeb96ee50c406b4362dced6c1e2cf4212966bd3231b3fa6.webp,https://d1h2rbttwpj2ub.cloudfront.net/041212b9b883d64139e5609582c93bb0068d97d5c7196d600d3bbc82e72b8d90.mp4,2026-03-03T08:00:00+00:00,2026-03-16T07:00:00+00:00,True,0,0,0,0,0,21,0,video,0,CO,facebook,True,True,11,15,186,1.67,https://imperioecommerce.site,imperioecommerce.site,2025-08-31T12:36:23-05:00,CO,3,369,189.69,1,,dropshipping,2026-03-24 15:58
99b85bbc-715d-4fe4-886e-d2dcee57bca8,minea,facebook,Oldskull Europe,https://d1h2rbttwpj2ub.cloudfront.net/b7c4afc0749c88eb625b852cba1c128e035871d7231059a21197553b66f1dd37.webp,983257295040153,Samurai Logo 24 Sweatshirt Navy Blue,"Not your average prints. Not your average lifestyle.
Oldskull ist kein Trend – es ist Haltung.
Retro trifft Asia. 220 GSM Premium Cotton Tees, 350 GSM Sweats – built to last.

🎁 Noch nicht bestellt? Dein Gratis-Tee wartet schon.
Kein Dropshipping, kein 08/15 – nur echte Soulwear, designed inhouse und mit superschnellem Versand aus Süddeutschland.

Welcome to OS: Prints mit Seele. Qualität, die bleibt. Style mit Charakter.",Shop Now,https://oldskull.com/products/samurai-logo-24-sweatshirt-navy-blue?utm_content=Facebook_UA&utm_source=facebook&variant=51273078800648,https://d1h2rbttwpj2ub.cloudfront.net/e0b2c240c2de5c32dd0d238a499db610f10fa36caecc5ef2fe2aba0e1f9761ae.webp,,2026-02-27T08:00:00+00:00,2026-03-11T07:00:00+00:00,True,0,0,0,0,0,25,0,image,0,DE,facebook,True,True,13,1103,519272,4673.45,https://oldskull.com,oldskull.com,2025-04-19T06:30:20+02:00,DE,720,18514,777.23,6,Samurai Logo 24 Sweatshirt Navy Blue | Big Wave T-Shirt Black Black / XL | Doublepack Oldskull Basic Logo Sweatshirt Heather Grey / Navy Blue | Bony Beast Backprint Hoodie Black Black / M | Oldskull Basic Logo Sweat Short Navy Blue,dropshipping,2026-03-24 15:58
